,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
1101,26833475,2022-11-17 14:28:59.843347+00:00,,t,36,73961262526593199,648518346500527576,73961193807168999,648518346481055200,[ 56061 110599   3080],[ 56079 110567   3081]
1102,26833452,2022-11-17 14:28:59.843347+00:00,,t,37,73961193807032455,648518346483139492,73961193807166256,648518346481055200,[ 56023 110383   3078],[ 55997 110397   3080]
1103,26909617,2022-11-17 14:28:59.843347+00:00,,t,41,73961262526489872,648518346514599623,73961262526489844,648518346481055200,[ 56881 111695   3064],[ 56843 111699   3064]
1104,26909841,2022-11-17 14:28:59.843347+00:00,,t,59,73961262526474192,648518346488541368,73961262526460417,648518346481055200,[ 57243 111761   3060],[ 57225 111739   3059]
1105,29836597,2022-11-17 14:28:59.843347+00:00,,t,17,73820318342752195,648518346494501500,73820318342734151,648518346481055200,[ 52695 104529   2002],[ 52681 104527   2001]
1106,29836609,2022-11-17 14:28:59.843347+00:00,,t,49,73820249623204382,648518346507309433,73820318342716330,648518346481055200,[ 52747 104445   1993],[ 52713 104465   1993]
1107,43145054,2022-11-17 14:28:59.843347+00:00,,t,28,73820524635391138,648518346493080604,73820524635409305,648518346481055200,[ 51853 112595   2275],[ 51869 112569   2275]
1108,43145103,2022-11-17 14:28:59.843347+00:00,,t,31,73820524635433424,648518346481269953,73820524635440655,648518346481055200,[ 51881 112565   2287],[ 51903 112539   2288]
1109,43145149,2022-11-17 14:28:59.843347+00:00,,t,30,73820524635419414,648518346493806397,73820524635422126,648518346481055200,[ 51917 112481   2282],[ 51943 112503   2283]
1110,43145162,2022-11-17 14:28:59.843347+00:00,,t,30,73820524635433134,648518346493806397,73820524635438301,648518346481055200,[ 51943 112455   2287],[ 51965 112475   2287]
1111,27086504,2022-11-17 14:28:59.843347+00:00,,t,14,73890893446685394,648518346502883874,73890893446672004,648518346481055200,[ 55121 111817   2401],[ 55109 111857   2403]
1112,27086014,2022-11-17 14:28:59.843347+00:00,,t,29,73890893446560080,648518346495874250,73890893446544145,648518346481055200,[ 54407 112167   2352],[ 54415 112135   2353]
1113,27086500,2022-11-17 14:28:59.843347+00:00,,t,37,73890893446682706,648518346502883874,73890893446672004,648518346481055200,[ 55129 111797   2404],[ 55107 111803   2405]
1114,27086433,2022-11-17 14:28:59.843347+00:00,,t,18,73890893446623510,648518346481200485,73890893446628969,648518346481055200,[ 54993 111869   2379],[ 55013 111839   2380]
1115,27086471,2022-11-17 14:28:59.843347+00:00,,t,89,73890893446647788,648518346502883874,73890893446666982,648518346481055200,[ 55095 111747   2398],[ 55069 111745   2398]
1116,27086472,2022-11-17 14:28:59.843347+00:00,,t,89,73890893446647788,648518346502883874,73890893446653560,648518346481055200,[ 55097 111741   2392],[ 55063 111755   2392]
1117,33402488,2022-11-17 14:28:59.843347+00:00,,t,20,74312693796152798,648518346477591205,74312693796147602,648518346481055200,[66447 99297  2754],[66447 99261  2754]
1118,33418030,2022-11-17 14:28:59.843347+00:00,,t,20,74312899887416153,648518346482131092,74312899887413597,648518346481055200,[ 66043 105045   2618],[ 66011 105041   2618]
1119,33418076,2022-11-17 14:28:59.843347+00:00,,t,18,74312899887449772,648518346482131092,74312899887444350,648518346481055200,[ 66153 104839   2626],[ 66173 104813   2627]
