,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
126,13124944,2022-11-17 14:28:59.843347+00:00,,t,29,73890343825042669,648518346490434652,73890343825029504,648518346478173909,[54131 94575  2630],[54145 94555  2629]
127,13124751,2022-11-17 14:28:59.843347+00:00,,t,50,73890343825107268,648518346511876543,73890343825117800,648518346478173909,[53915 94799  2661],[53919 94769  2662]
128,13124776,2022-11-17 14:28:59.843347+00:00,,t,56,73890343825120474,648518346511876543,73890343825133315,648518346478173909,[53937 94831  2665],[53947 94809  2666]
129,13124811,2022-11-17 14:28:59.843347+00:00,,t,17,73890343825062796,648518346511876543,73890343825070459,648518346478173909,[53957 94793  2649],[53989 94781  2649]
130,13124850,2022-11-17 14:28:59.843347+00:00,,t,46,73890343825138333,648518346467165191,73890343825135814,648518346478173909,[54031 94807  2672],[54043 94805  2670]
131,13124891,2022-11-17 14:28:59.843347+00:00,,t,22,73890343825102738,648518346476789264,73890343825110056,648518346478173909,[54091 95113  2657],[54089 95143  2657]
132,13124971,2022-11-17 14:28:59.843347+00:00,,t,34,73890343825109945,648518346467165191,73890343825109964,648518346478173909,[54211 94959  2659],[54179 94985  2660]
133,8746104,2022-11-17 14:28:59.843347+00:00,,t,18,74101587697708428,648518346506643780,74101587697729915,648518346478173909,[60627 98641  2978],[60611 98623  2978]
134,8753046,2022-11-17 14:28:59.843347+00:00,,t,19,73960643782825336,648518346478528340,73960643782878926,648518346478173909,[55637 93169  2567],[55657 93185  2567]
135,13179525,2022-11-17 14:28:59.843347+00:00,,t,36,73609143927656669,648518346497328001,73609143927671211,648518346478173909,[ 46999 103273   3058],[ 46987 103273   3060]
136,13179326,2022-11-17 14:28:59.843347+00:00,,t,12,73609143927651506,648518346490330972,73609143927658939,648518346478173909,[ 46717 103149   3057],[ 46685 103169   3059]
137,13179482,2022-11-17 14:28:59.843347+00:00,,t,35,73609143927656703,648518346497328001,73609143927697051,648518346478173909,[ 46961 103259   3056],[ 46927 103271   3057]
138,17855519,2022-11-17 14:28:59.843347+00:00,,t,13,73820043867597198,648518346480334294,73820043934201397,648518346478173909,[52595 96789  2825],[52625 96807  2826]
139,5093459,2022-11-17 14:28:59.843347+00:00,,t,35,73890343757961666,648518346478348660,73890343757961639,648518346478173909,[54925 94947  2500],[54949 94915  2501]
140,22900964,2022-11-17 14:28:59.843347+00:00,,t,26,73890412544545122,648518346488857322,73890412544537408,648518346478173909,[54717 97823  2644],[54723 97787  2642]
142,22901396,2022-11-17 14:28:59.843347+00:00,,t,40,73890412544733644,648518346467165191,73890412544694682,648518346478173909,[55205 97563  2687],[55237 97547  2688]
143,13446701,2022-11-17 14:28:59.843347+00:00,,t,20,73890343690919616,648518346484466691,73890343691100761,648518346478173909,[54363 94605  2417],[54327 94591  2418]
144,13446783,2022-11-17 14:28:59.843347+00:00,,t,13,73890343691100486,648518346484466691,73890343691036321,648518346478173909,[54505 94635  2436],[54479 94629  2437]
145,9392602,2022-11-17 14:28:59.843347+00:00,,t,18,74031561946968493,648518346497571830,74031561946958406,648518346478173909,[ 58085 109095   1831],[ 58107 109099   1830]
146,9405192,2022-11-17 14:28:59.843347+00:00,,t,18,73819975215162363,648518346499788940,73819975215139053,648518346478173909,[52401 95879  2922],[52371 95875  2922]
147,9405288,2022-11-17 14:28:59.843347+00:00,,t,24,73819975215018065,648518346476789264,73819975215026202,648518346478173909,[52513 96015  2869],[52487 96039  2870]
148,9405308,2022-11-17 14:28:59.843347+00:00,,t,13,73819975215103704,648518346517669736,73819975215117472,648518346478173909,[52513 95963  2903],[52509 95931  2904]
149,5968526,2022-11-17 14:28:59.843347+00:00,,t,52,73749674989108305,648518346497183000,73749674989110960,648518346478173909,[50567 96807  2534],[50585 96779  2534]
150,5968540,2022-11-17 14:28:59.843347+00:00,,t,29,73749674989128800,648518346497366296,73749674989124016,648518346478173909,[50625 96693  2541],[50593 96699  2541]
151,5968482,2022-11-17 14:28:59.843347+00:00,,t,18,73749674989128841,648518346497183000,73749674989136624,648518346478173909,[50525 96791  2539],[50545 96771  2540]
152,6122576,2022-11-17 14:28:59.843347+00:00,,t,34,74031218886750556,648518346486764003,74031218886813098,648518346478173909,[57519 99457  2953],[57533 99431  2953]
153,6122550,2022-11-17 14:28:59.843347+00:00,,t,12,74031218886566020,648518346467165191,74031218886586805,648518346478173909,[57471 99365  2898],[57495 99357  2899]
154,6122557,2022-11-17 14:28:59.843347+00:00,,t,17,74031218886602115,648518346467165191,74031218886589394,648518346478173909,[57479 99411  2897],[57505 99435  2897]
155,6122478,2022-11-17 14:28:59.843347+00:00,,t,37,74031218886512613,648518346467165191,74031218886515100,648518346478173909,[57391 99325  2868],[57365 99361  2868]
156,6209832,2022-11-17 14:28:59.843347+00:00,,t,73,73819906093055686,648518346467165191,73819906093055674,648518346478173909,[52507 94001  2166],[52537 93997  2167]
157,6209875,2022-11-17 14:28:59.843347+00:00,,t,36,73819906092880957,648518346467165191,73819906092878543,648518346478173909,[52671 93483  2098],[52681 93445  2098]
158,6220403,2022-11-17 14:28:59.843347+00:00,,t,38,73609143994425078,648518346500389336,73609143994340357,648518346478173909,[ 46969 103431   3089],[ 46977 103395   3089]
159,6375883,2022-11-17 14:28:59.843347+00:00,,t,29,73819906092993102,648518346479717014,73819906092982850,648518346478173909,[52235 93527  2137],[52221 93563  2138]
160,9759455,2022-11-17 14:28:59.843347+00:00,,t,18,74101862709851068,648518346489623903,74101862709894514,648518346478173909,[ 60893 107837   3246],[ 60895 107811   3248]
161,9759466,2022-11-17 14:28:59.843347+00:00,,t,16,74101862709872252,648518346465917744,74101862709894514,648518346478173909,[ 60887 107713   3250],[ 60923 107707   3249]
162,9759405,2022-11-17 14:28:59.843347+00:00,,t,13,74101862709841327,648518346496749540,74101862709838784,648518346478173909,[ 60749 107741   3235],[ 60797 107751   3235]
163,13681853,2022-11-17 14:28:59.843347+00:00,,t,28,73819974946515392,648518346497328001,73819974946522145,648518346478173909,[52905 94381  2337],[52937 94365  2337]
164,6634654,2022-11-17 14:28:59.843347+00:00,,t,21,73960918660691970,648518346488857322,73960918727314718,648518346478173909,[ 55405 101255   2569],[ 55385 101281   2571]
165,9994195,2022-11-17 14:28:59.843347+00:00,,t,27,73890481196965528,648518346486764003,73890481196970179,648518346478173909,[53381 99761  2548],[53399 99777  2550]
166,9994164,2022-11-17 14:28:59.843347+00:00,,t,23,73890481196940763,648518346497328001,73890481196943282,648518346478173909,[53323 99463  2537],[53355 99459  2537]
167,9994243,2022-11-17 14:28:59.843347+00:00,,t,24,73890481196970350,648518346497328001,73890481197050244,648518346478173909,[53519 99941  2549],[53487 99959  2550]
168,9994269,2022-11-17 14:28:59.843347+00:00,,t,16,73890481197020281,648518346497328001,73890481197050244,648518346478173909,[53555 99923  2561],[53521 99927  2561]
169,6982429,2022-11-17 14:28:59.843347+00:00,,t,28,73890275172616242,648518346492427961,73890275172595386,648518346478173909,[54087 93039  2744],[54103 93047  2741]
170,27789735,2022-11-17 14:28:59.843347+00:00,,t,15,74101862642959490,648518346515628874,74101862642971174,648518346478173909,[ 60417 107895   3194],[ 60441 107911   3195]
171,27789839,2022-11-17 14:28:59.843347+00:00,,t,18,74101862642871265,648518346494790834,74101862642854343,648518346478173909,[ 60763 108013   3154],[ 60763 107987   3154]
172,10114031,2022-11-17 14:28:59.843347+00:00,,t,20,73960781355872529,648518346488857322,73960781355880022,648518346478173909,[56159 97423  2787],[56179 97417  2788]
173,10113704,2022-11-17 14:28:59.843347+00:00,,t,39,73960781355693074,648518346484632909,73960781355668192,648518346478173909,[55493 97955  2708],[55483 97931  2709]
174,7292093,2022-11-17 14:28:59.843347+00:00,,t,19,73961124416332039,648518346489559639,73961124416346226,648518346478173909,[ 56671 108145   1739],[ 56675 108107   1740]
175,7291942,2022-11-17 14:28:59.843347+00:00,,t,23,73961124416321789,648518346493893623,73961124416356083,648518346478173909,[ 56529 108023   1732],[ 56523 108051   1733]
176,7291982,2022-11-17 14:28:59.843347+00:00,,t,15,73961124416334203,648518346493893623,73961124416301887,648518346478173909,[ 56559 107859   1726],[ 56565 107857   1724]
177,7292308,2022-11-17 14:28:59.843347+00:00,,t,32,73961124416404057,648518346489559639,73961124416411490,648518346478173909,[ 57185 108353   1767],[ 57171 108391   1767]
178,7291919,2022-11-17 14:28:59.843347+00:00,,t,18,73961124416287212,648518346484522573,73961124416309357,648518346478173909,[ 56489 107905   1719],[ 56491 107879   1721]
179,7346571,2022-11-17 14:28:59.843347+00:00,,t,19,73890275172536137,648518346467165191,73890275172536167,648518346478173909,[54327 93001  2717],[54291 93017  2719]
180,18161860,2022-11-17 14:28:59.843347+00:00,,t,31,73890549916282145,648518346489391122,73890549916287293,648518346478173909,[ 55245 102115   2482],[ 55207 102129   2482]
181,18161888,2022-11-17 14:28:59.843347+00:00,,t,18,73890549916448763,648518346488857322,73890549916508596,648518346478173909,[ 55237 101357   2559],[ 55237 101377   2560]
182,7438472,2022-11-17 14:28:59.843347+00:00,,t,18,73890550050481720,648518346486666236,73890550050486762,648518346478173909,[ 54911 101443   2720],[ 54937 101455   2720]
183,13924486,2022-11-17 14:28:59.843347+00:00,,t,21,74171887588434275,648518346491556776,74171887588437445,648518346478173909,[61479 97583  2812],[61521 97577  2812]
185,7757951,2022-11-17 14:28:59.843347+00:00,,t,20,73749675123413715,648518346491556776,73749675123387523,648518346478173909,[50997 97349  2811],[50989 97327  2810]
186,10437800,2022-11-17 14:28:59.843347+00:00,,t,25,73961124483380321,648518346493712270,73961124483395284,648518346478173909,[ 55387 107213   1855],[ 55403 107187   1856]
187,11156555,2022-11-17 14:28:59.843347+00:00,,t,31,73960850142008912,648518346467165191,73960850142125371,648518346478173909,[56131 98495  2829],[56109 98477  2829]
188,11156672,2022-11-17 14:28:59.843347+00:00,,t,34,73960850142263421,648518346507359618,73960850142226484,648518346478173909,[56273 98377  2840],[56295 98359  2839]
190,18510723,2022-11-17 14:28:59.843347+00:00,,t,19,73960643916873493,648518346505790266,73960643916830430,648518346478173909,[57279 93487  2766],[57309 93473  2766]
191,11544696,2022-11-17 14:28:59.843347+00:00,,t,23,73890275105267164,648518346496642050,73890275105411397,648518346478173909,[54431 94197  2576],[54433 94167  2577]
192,11801356,2022-11-17 14:28:59.843347+00:00,,t,25,73890893647621692,648518346479180689,73890893581043548,648518346478173909,[ 54961 111589   2698],[ 54935 111567   2697]
193,14884666,2022-11-17 14:28:59.843347+00:00,,t,31,73890275105590448,648518346497328001,73890275105593132,648518346478173909,[54289 93015  2657],[54287 93045  2657]
194,14885314,2022-11-17 14:28:59.843347+00:00,,t,29,73890275105428067,648518346467165191,73890275105452723,648518346478173909,[55207 92331  2603],[55189 92355  2604]
195,14885351,2022-11-17 14:28:59.843347+00:00,,t,13,73890275038596990,648518346465917744,73890275105197052,648518346478173909,[55273 92739  2569],[55261 92705  2571]
196,12020263,2022-11-17 14:28:59.843347+00:00,,t,16,74101518978407883,648518346495388598,74101518978405506,648518346478173909,[59885 98173  3031],[59863 98201  3031]
197,12100561,2022-11-17 14:28:59.843347+00:00,,t,19,73749674989153395,648518346476789264,73749674989161885,648518346478173909,[50787 97279  2551],[50787 97299  2553]
198,18687477,2022-11-17 14:28:59.843347+00:00,,t,15,73960575197066728,648518346497048472,73960575130535850,648518346478173909,[55547 91963  2698],[55541 91963  2696]
199,32442444,2022-11-17 14:28:59.843347+00:00,,t,12,73679581189916028,648518346494550760,73679581189894204,648518346478173909,[ 48697 105229   2643],[ 48695 105221   2641]
200,12434016,2022-11-17 14:28:59.843347+00:00,,t,14,74031218886506848,648518346517416808,74031218886487246,648518346478173909,[57547 98335  2871],[57561 98309  2872]
201,12434107,2022-11-17 14:28:59.843347+00:00,,t,21,74031218886558704,648518346493078044,74031218886558700,648518346478173909,[57753 99197  2879],[57725 99205  2878]
202,42941930,2022-11-17 14:28:59.843347+00:00,,t,17,73820043733410213,648518346479717014,73820043733397712,648518346478173909,[51353 98039  2564],[51369 98017  2563]
203,27962044,2022-11-17 14:28:59.843347+00:00,,t,25,73679443885105434,648518346490237905,73679443885094816,648518346478173909,[ 48829 101987   2861],[ 48857 101987   2862]
204,27962208,2022-11-17 14:28:59.843347+00:00,,t,19,73679443885141051,648518346490237905,73679443885164827,648518346478173909,[ 49073 102243   2883],[ 49095 102271   2883]
205,15073439,2022-11-17 14:28:59.843347+00:00,,t,34,73890549983350582,648518346472231218,73890549983378329,648518346478173909,[ 54757 101367   2588],[ 54775 101383   2589]
206,15073229,2022-11-17 14:28:59.843347+00:00,,t,41,73890549983550065,648518346497968794,73890549983535951,648518346478173909,[ 54373 101499   2651],[ 54401 101517   2651]
207,15073260,2022-11-17 14:28:59.843347+00:00,,t,32,73890549983554885,648518346497968794,73890549983547738,648518346478173909,[ 54497 101553   2665],[ 54517 101525   2666]
208,15073469,2022-11-17 14:28:59.843347+00:00,,t,47,73890549983503972,648518346493078044,73890549983501608,648518346478173909,[ 54847 101447   2632],[ 54867 101429   2633]
209,15073521,2022-11-17 14:28:59.843347+00:00,,t,21,73890549983493750,648518346486764003,73890549983474383,648518346478173909,[ 54971 101539   2629],[ 54957 101515   2628]
210,15073543,2022-11-17 14:28:59.843347+00:00,,t,31,73890549983450351,648518346497968794,73890549983466154,648518346478173909,[ 54987 101881   2621],[ 54983 101849   2622]
211,15073562,2022-11-17 14:28:59.843347+00:00,,t,26,73890549983479741,648518346486764003,73890549983501801,648518346478173909,[ 55003 101641   2632],[ 55023 101663   2634]
212,19008745,2022-11-17 14:28:59.843347+00:00,,t,15,73820112452648778,648518346511876543,73820112452643983,648518346478173909,[53119 99669  2489],[53121 99685  2489]
213,19008818,2022-11-17 14:28:59.843347+00:00,,t,15,73890481196858004,648518346491556776,73820112452665347,648518346478173909,[53261 99733  2502],[53231 99755  2503]
214,15517097,2022-11-17 14:28:59.843347+00:00,,t,48,73820043800412286,648518346497968794,73820043800451701,648518346478173909,[52571 98159  2681],[52563 98131  2682]
215,15517495,2022-11-17 14:28:59.843347+00:00,,t,47,73820043800445396,648518346497328001,73820043800432147,648518346478173909,[53137 97809  2681],[53141 97853  2681]
216,23492563,2022-11-17 14:28:59.843347+00:00,,t,16,73749674989173232,648518346491556776,73749674989295115,648518346478173909,[49983 96789  2567],[49981 96825  2567]
217,23492583,2022-11-17 14:28:59.843347+00:00,,t,23,73749674989161583,648518346491556776,73749674989173380,648518346478173909,[50009 96885  2557],[50035 96875  2559]
219,28025655,2022-11-17 14:28:59.843347+00:00,,t,21,73749605933969890,648518346514074334,73749605933962788,648518346478173909,[50501 94881  1852],[50495 94855  1852]
220,28025724,2022-11-17 14:28:59.843347+00:00,,t,34,73749605933967553,648518346467165191,73749605933950012,648518346478173909,[50605 94701  1849],[50585 94727  1850]
221,28025746,2022-11-17 14:28:59.843347+00:00,,t,30,73749605933957775,648518346514074334,73749605933960155,648518346478173909,[50621 94827  1846],[50605 94803  1847]
223,15699086,2022-11-17 14:28:59.843347+00:00,,t,24,73961124483337279,648518346520475702,73961124483332219,648518346478173909,[ 55345 107547   1836],[ 55349 107569   1835]
224,15706553,2022-11-17 14:28:59.843347+00:00,,t,17,73890412544668249,648518346467165191,73890412611330029,648518346478173909,[54987 97617  2697],[54979 97583  2698]
225,15727305,2022-11-17 14:28:59.843347+00:00,,t,22,73890275105476528,648518346497328001,73890275105488885,648518346478173909,[53639 93005  2617],[53675 93015  2618]
