,pre_skid,post_skid,pre_node,post_node,pre_pt_position_v3,post_pt_position_v3,pre_pt_position_v4,post_pt_position_v4,pre_pt_supervoxel_id,post_pt_supervoxel_id,pre_pt_root_id,post_pt_root_id
97,1641694,395949,18533259,18533258,[49694.65813953 99436.20930233  2574.        ],[49512.60465116 99655.72093023  2575.        ],"[49677.22441860465, 99442.87790697676, 2574.0]","[49504.20930232559, 99660.1918604651, 2575.0]",73749743775318326,73749743775493392,648518346507167519,648518346478173909
98,1641725,395949,18533268,8732037,[49764.03255814 99334.27906977  2558.        ],[49899.30232558 99325.58139535  2560.        ],"[49736.315116279075, 99334.3081395349, 2558.0]","[49871.65697674419, 99320.49418604652, 2560.0]",73749743708643275,73749743708672547,648518346493950475,648518346478173909
99,1641746,395949,18533278,8732028,[50853.43023256 98885.58139535  2551.        ],[50926.04651163 99060.69767442  2551.        ],"[50822.11046511629, 98867.91279069768, 2551.0]","[50897.34302325582, 99044.89534883722, 2551.0]",73749743708634984,73749743708640341,648518346496230519,648518346478173909
100,1641783,395949,18533287,8732032,[50530.42790698 99051.58139535  2554.        ],[50554.98837209 99197.41860465  2554.        ],"[50500.10581395349, 99039.66279069768, 2554.0]","[50526.96511627909, 99186.75581395352, 2554.0]",73749743708637660,73749743708651848,648518346518660319,648518346478173909
101,1641799,395949,18533308,18533307,[51298.03488372 98240.73488372  2578.        ],[51489.53488372 98305.73488372  2578.        ],"[51253.56976744186, 98235.46976744186, 2578.0]","[51447.604651162794, 98301.45465116279, 2578.0]",73820043800109295,73820043800141900,648518346479717014,648518346478173909
102,1641916,395949,18533565,18533564,[52345.98139535 98002.97209302  2654.        ],[52296.74418605 98165.90697674  2654.        ],"[52351.21279069768, 97996.94418604654, 2654.0]","[52290.23837209302, 98161.3139534884, 2654.0]",73820043800371497,73820043800388366,648518346506426914,648518346478173909
103,1641955,395949,18533612,18533582,[51779.6        98242.34883721  2658.        ],[52163.59767442 98221.34883721  2658.        ],"[51758.95, 98240.1976744186, 2658.0]","[52143.69534883721, 98218.9476744186, 2658.0]",73820043800397578,73820043800388384,648518346491556776,648518346478173909
104,1642026,395949,18533714,18533713,[52582.82790698 97687.60465116  2683.        ],[52769.18604651 98042.96511628  2683.        ],"[52583.40581395349, 97691.45930232559, 2683.0]","[52762.37209302327, 98048.68023255814, 2683.0]",73820043800454526,73820043800445551,648518346511423797,648518346478173909
105,1642047,395949,18533721,18533720,[53121.82325581 97614.60465116  2681.        ],[53205.58139535 97864.36046512  2681.        ],"[53109.646511627914, 97615.20930232559, 2681.0]","[53190.66279069768, 97865.97093023258, 2681.0]",73820043800471007,73820043800439807,648518346497328001,648518346478173909
106,1642073,395949,18533728,18533727,[53124.08139535 97627.3627907   2680.        ],[53330.        97832.3255814  2679.       ],"[53109.74418604652, 97626.33837209303, 2680.0]","[53306.75, 97836.47674418607, 2679.0]",73820043800448223,73890412544631564,648518346497328001,648518346478173909
107,1642104,395949,18533735,8731995,[53161.89767442 97962.13953488  2680.        ],[53271.39534884 97848.13953488  2680.        ],"[53143.045348837215, 97965.02906976745, 2680.0]","[53253.04069767443, 97848.77906976745, 2680.0]",73820043800439904,73890412544644513,648518346479180689,648518346478173909
108,1642120,395949,18533741,8731992,[53475.70930233 97519.46511628  2675.        ],[53810.         97680.23255814  2675.        ],"[53458.16860465116, 97509.43023255817, 2675.0]","[53794.5, 97670.46511627908, 2675.0]",73890412544621381,73890412544624074,648518346479717014,648518346478173909
109,1642141,395949,18533747,18533738,[53986.56976744 97850.41860465  2676.        ],[53913.06976744 97688.41860465  2679.        ],"[53970.389534883725, 97844.83720930232, 2676.0]","[53888.889534883725, 97679.83720930235, 2679.0]",73890412544621578,73890412544633901,648518346479717014,648518346478173909
110,1642197,395949,18533764,8731990,[54237.26744186 97794.60465116  2683.        ],[54169.76744186 97708.60465116  2683.        ],"[54220.78488372093, 97782.95930232559, 2683.0]","[54155.78488372093, 97697.45930232559, 2683.0]",73890412544638890,73890412544644341,648518346479717014,648518346478173909
111,1642257,395949,18533831,18526075,[ 59769.23255814 109078.95348837   3162.        ],[ 59817.23255814 108925.95348837   3163.        ],"[59823.21511627908, 109095.40697674418, 3162.0]","[59870.46511627908, 108944.65697674418, 3163.0]",74101931362364478,74101931362350826,648518346467165191,648518346478173909
112,1642293,395949,18533839,18526050,[ 59793.23255814 108757.95348837   3138.        ],[ 59979.23255814 108680.95348837   3138.        ],"[59849.21511627907, 108789.65697674421, 3138.0]","[60035.697674418625, 108716.36046511628, 3138.0]",74101931362301441,74101931362291344,648518346494790834,648518346478173909
113,1642324,395949,18533846,18525980,[ 60325.23255814 108284.95348837   3101.        ],[ 60188.23255814 108425.95348837   3102.        ],"[60360.9476744186, 108337.61046511628, 3101.0]","[60225.1976744186, 108477.86046511628, 3102.0]",74101862642726532,74101862642737101,648518346488857322,648518346478173909
114,1643002,395949,18534417,18525939,[ 60795.23255814 108091.95348837   3155.        ],[ 60716.23255814 107916.95348837   3155.        ],"[60856.9476744186, 108140.11046511632, 3155.0]","[60776.4476744186, 107970.86046511632, 3155.0]",74101862642895639,74101862642854343,648518346494790834,648518346478173909
115,1643028,395949,18534426,18534425,[ 60806.63255814 108014.75348837   3189.        ],[ 60733.63255814 107789.75348837   3189.        ],"[60853.14767441861, 108050.51046511628, 3189.0]","[60775.26511627907, 107829.75697674419, 3189.0]",74101862642951650,74101862642948789,648518346497571830,648518346478173909
116,1643049,395949,18534431,18525871,[ 60730.23255814 107603.95348837   3235.        ],[ 60817.23255814 107674.95348837   3235.        ],"[60758.1976744186, 107667.36046511628, 3235.0]","[60844.197674418625, 107736.36046511628, 3235.0]",74101862709848540,74101862709838784,648518346496749540,648518346478173909
117,1643070,395949,18534436,18525857,[ 60781.23255814 107636.95348837   3251.        ],[ 60875.23255814 107622.95348837   3250.        ],"[60835.4476744186, 107704.61046511632, 3251.0]","[60927.9476744186, 107688.36046511632, 3250.0]",74101862709891873,74101862709894514,648518346465917744,648518346478173909
118,1643095,395949,18534443,18534442,[ 60906.73255814 107411.45348837   3253.        ],[ 60878.73255814 107580.45116279   3253.        ],"[60963.197674418625, 107482.61046511628, 3253.0]","[60932.9476744186, 107646.85348837211, 3253.0]",74101862709886652,74101862709894497,648518346498360113,648518346478173909
119,1643112,395949,18534447,18525850,[ 60732.06744186 107659.79069767   3262.        ],[ 60884.23255814 107559.95348837   3262.        ],"[60794.952325581406, 107724.87209302324, 3262.0]","[60945.697674418625, 107628.11046511628, 3262.0]",74101862709909539,74101862709894514,648518346465917744,648518346478173909
120,1643133,395949,18534453,18534452,[ 60971.1627907  107584.23255814   3283.        ],[ 60835.30232558 107487.58139535   3283.        ],"[61029.23837209304, 107668.69767441862, 3283.0]","[60894.90697674419, 107574.49418604652, 3283.0]",74101862709970629,74101862709954662,648518346478528340,648518346478173909
121,1643179,395949,18534465,8732407,[ 61406.06976744 107170.8372093    3307.        ],[ 61249.06976744 107218.8372093    3307.        ],"[61427.709302325566, 107206.76162790696, 3307.0]","[61267.95930232559, 107257.511627907, 3307.0]",74101862710019768,74101862710024852,648518346499966275,648518346478173909
122,1643205,395949,18534473,18534472,[ 55168.65116279 111551.25581395   2724.        ],[ 55155.31627907 111456.25581395   2725.        ],"[55155.052325581404, 111549.01162790699, 2724.0]","[55146.448837209304, 111458.76744186049, 2725.0]",73890893647866486,73890893647863946,648518346480829274,648518346478173909
123,1643251,395949,18534483,18529729,[ 55027.81627907 111357.25581395   2727.        ],[ 55174.65116279 111466.25581395   2727.        ],"[55026.132558139536, 111360.26162790699, 2727.0]","[55169.052325581404, 111462.76162790699, 2727.0]",73890893647838151,73890893647863946,648518346511423797,648518346478173909
124,1643287,395949,18534491,18529673,[ 56355.65116279 112262.25581395   2821.        ],[ 56651.65116279 112241.25581395   2821.        ],"[56353.30232558139, 112261.51162790699, 2821.0]","[56647.302325581404, 112236.51162790699, 2821.0]",73961262392342105,73961262392322934,648518346479582400,648518346478173909
125,1643318,395949,18534498,18529667,[ 56880.65116279 112271.25581395   2829.        ],[ 56710.65116279 112241.25581395   2829.        ],"[56872.05232558139, 112277.26162790699, 2829.0]","[56702.55232558139, 112247.76162790699, 2829.0]",73961262459009373,73961262458944780,648518346497328001,648518346478173909
126,1643345,395949,18534524,18528569,[58740.0372093 92628.6744186  2715.       ],[58578.0372093 92605.6744186  2715.       ],"[58773.611627906976, 92648.52325581397, 2715.0]","[58609.361627906976, 92623.77325581397, 2715.0]",74031012660867465,74031012660867423,648518346489608543,648518346478173909
127,1643371,395949,18534530,18528560,[58510.5372093 92826.6744186  2737.       ],[58423.04186047 92770.6744186   2737.        ],"[58540.111627906976, 92826.77325581397, 2737.0]","[58453.833720930226, 92770.34883720931, 2737.0]",74031012660927286,74031012660919470,648518346434568188,648518346478173909
128,1643412,395949,18534539,18528554,[58229.04418605 93012.6744186   2742.        ],[58370.04418605 92903.6744186   2743.        ],"[58263.33837209303, 93022.09883720931, 2742.0]","[58395.33837209303, 92915.34883720931, 2743.0]",74031012660964927,74031012660940240,648518346511876543,648518346478173909
129,1643438,395949,18534545,18528537,[58402.04651163 93250.6744186   2742.        ],[58332.04651163 93267.6744186   2742.        ],"[58437.84302325582, 93264.59883720931, 2742.0]","[58369.34302325582, 93280.34883720931, 2742.0]",74031012660929932,74031012660932645,648518346511876543,648518346478173909
130,1643459,395949,18534553,18528441,[55556.54883721 92388.6744186   2714.        ],[55767.04651163 92361.6744186   2714.        ],"[55589.347674418605, 92402.59883720931, 2714.0]","[55798.59302325582, 92375.84883720931, 2714.0]",73960643916709079,73960643916703353,648518346488857322,648518346478173909
131,1643485,395949,18534559,18528440,[55573.54651163 92392.6744186   2713.        ],[55760.04651163 92351.6744186   2713.        ],"[55604.84302325582, 92410.84883720931, 2713.0]","[55790.09302325583, 92369.34883720931, 2713.0]",73960643916694775,73960643916703353,648518346488857322,648518346478173909
132,1643506,395949,18534564,18528436,[55711.54883721 92427.6744186   2709.        ],[55731.04651163 92291.6744186   2709.        ],"[55741.847674418605, 92442.09883720931, 2709.0]","[55758.84302325582, 92303.59883720931, 2709.0]",73960643916700625,73960643916681305,648518346488857322,648518346478173909
133,1643527,395949,18534569,18528427,[55787.54651163 92058.6744186   2703.        ],[55652.54651163 92125.6744186   2703.        ],"[55824.13953488375, 92069.77325581397, 2703.0]","[55688.63953488375, 92140.77325581397, 2703.0]",73960575197074205,73960575197103390,648518346484245031,648518346478173909
134,1643543,395949,18534574,18534573,[55118.04883721 91077.78372093  2664.        ],[54982.54651163 91454.00465116  2664.        ],"[55120.64651162791, 91078.35116279067, 2664.0]","[54992.139534883725, 91448.51395348836, 2664.0]",73890206386151265,73890206386159722,648518346479717014,648518346478173909
135,1643550,395949,18534577,18534576,[54104.64651163 91469.2744186   2659.        ],[54264.14883721 91503.27906977  2659.        ],"[54118.54302325583, 91460.79883720932, 2659.0]","[54277.2976744186, 91493.55813953487, 2659.0]",73890206386175166,73890206386151556,648518346493805304,648518346478173909
136,1643586,395949,18534585,18528361,[54125.04418605 91505.6744186   2678.        ],[54010.54418605 91662.6744186   2678.        ],"[54131.33837209303, 91500.34883720931, 2678.0]","[54023.58837209303, 91656.34883720931, 2678.0]",73890206386188672,73890206386180881,648518346493805304,648518346478173909
137,1643622,395949,18534597,18534596,[53829.87906977 91564.33953488  2681.        ],[53904.37906977 91707.33953488  2681.        ],"[53844.7581395349, 91562.67906976744, 2681.0]","[53921.137209302324, 91702.51860465117, 2681.0]",73890206386199002,73890206386211719,648518346494550760,648518346478173909
138,1643658,395949,18534613,8732429,[53597.71860465 93257.92093023  2623.        ],[53726.04651163 93299.53488372  2623.        ],"[53593.43720930233, 93203.34186046512, 2623.0]","[53726.639534883725, 93247.8546511628, 2623.0]",73890275105525267,73890275105502855,648518346472362443,648518346478173909
139,1643689,395949,18534620,18528834,[53980.09302326 91365.58139535  2348.        ],[53770.59534884 91488.58139535  2348.        ],"[53932.68604651163, 91371.66279069768, 2348.0]","[53721.94069767442, 91490.91279069768, 2348.0]",73890206251772595,73890206251772602,648518346514074334,648518346478173909
140,1643735,395949,18534630,18528799,[53752.59534884 91722.58139535  2423.        ],[53859.09534884 91767.58139535  2423.        ],"[53703.78604651163, 91700.99418604652, 2423.0]","[53812.03604651163, 91747.99418604652, 2423.0]",73890206251970816,73890206251973954,648518346467165191,648518346478173909
141,1643751,395949,18534635,18528859,[53970.59534884 91920.58139535  2455.        ],[53834.10232558 92073.58139535  2455.        ],"[53912.78604651163, 91884.74418604652, 2455.0]","[53770.3069767442, 92040.74418604652, 2455.0]",73890206318844555,73890206318847820,648518346501077526,648518346478173909
142,1643777,395949,18534641,18528777,[53601.6        92052.58139535  2456.        ],[53770.59534884 92000.58139535  2458.        ],"[53522.05000000002, 92025.49418604652, 2456.0]","[53695.53604651163, 91961.99418604652, 2458.0]",73890206318844697,73890206318841180,648518346490072156,648518346478173909
143,1643808,395949,18534648,18528772,[53660.09767442 92039.58139535  2461.        ],[53808.59767442 92063.58139535  2461.        ],"[53573.543023255836, 92007.74418604652, 2461.0]","[53732.043023255814, 92027.24418604652, 2461.0]",73890206318841267,73890206318853732,648518346490072156,648518346478173909
144,1643834,395949,18534654,18528762,[53704.54186047 92075.68372093  2470.        ],[53778.59302326 92186.58139535  2470.        ],"[53609.91744186048, 92039.73488372093, 2470.0]","[53691.52906976745, 92148.99418604652, 2470.0]",73890206318875902,73890206318870651,648518346490072156,648518346478173909
145,1644999,395949,18535701,18535700,[53948.79302326 92156.18604651  2474.        ],[53786.19534884 92211.38139535  2474.        ],"[53874.37906976744, 92112.0581395349, 2474.0]","[53699.08604651165, 92176.14418604653, 2474.0]",73890206318881421,73890275038358769,648518346497366296,648518346478173909
146,1645035,395949,18535709,18528752,[53929.59302326 92251.58139535  2506.        ],[53960.09302326 92212.58139535  2506.        ],"[53867.02906976745, 92210.49418604652, 2506.0]","[53898.52906976745, 92170.24418604652, 2506.0]",73890275038448211,73890275038427124,648518346485770928,648518346478173909
147,1645051,395949,18535714,18535713,[53985.59302326 92084.91162791  2517.        ],[54082.46744186 92196.58139535  2516.        ],"[53954.02906976745, 92043.98488372096, 2517.0]","[54047.65232558139, 92156.99418604652, 2516.0]",73890206319005559,73890206318996012,648518346479180689,648518346478173909
148,1645216,395949,18535811,18535810,[54009.09302326 92520.07906977  2542.        ],[54049.59302326 92332.07906977  2546.        ],"[54003.52906976745, 92479.48720930236, 2542.0]","[54041.27906976745, 92287.98720930236, 2546.0]",73890275038522581,73890275038530498,648518346479717014,648518346478173909
149,1645403,395949,18535946,18528722,[53862.59534884 92487.58139535  2553.        ],[54018.09534884 92365.58139535  2553.        ],"[53856.78604651163, 92449.99418604652, 2553.0]","[54014.94069767442, 92325.91279069768, 2553.0]",73890275038545444,73890275038535767,648518346479717014,648518346478173909
150,1645445,395949,18536053,18528689,[53954.34186047 92739.58139535  2599.        ],[54019.59302326 92853.58139535  2599.        ],"[53939.43372093025, 92718.66279069768, 2599.0]","[54008.93604651163, 92831.66279069768, 2599.0]",73890275105430920,73890275105438609,648518346479717014,648518346478173909
151,1645466,395949,18536059,18534606,[53541.63953488 92990.6744186   2620.        ],[53699.63953488 92914.58139535  2620.        ],"[53536.91860465115, 92945.27325581397, 2620.0]","[53699.27906976745, 92872.41279069768, 2620.0]",73890275105512579,73890275105502573,648518346497328001,648518346478173909
152,1645482,395949,18536064,18536063,[61739.7744186  96914.33953488  2783.        ],[61711.38837209 96871.6744186   2783.        ],"[61766.823255813986, 96954.51860465117, 2783.0]","[61739.276744186034, 96912.09883720931, 2783.0]",74171887588361721,74171887588350260,648518346493805304,648518346478173909
153,1645498,395949,18536068,18526337,[61950.20930233 97154.6744186   2772.        ],[61743.71395349 97121.6744186   2772.        ],"[61963.62790697676, 97195.27325581397, 2772.0]","[61756.891860465104, 97162.52325581397, 2772.0]",74171887588335831,74171887588335803,648518346490552573,648518346478173909
154,1645509,395949,18536071,18526299,[61627.71162791 97609.6744186   2808.        ],[61530.20930233 97584.6744186   2808.        ],"[61658.42325581395, 97623.59883720931, 2808.0]","[61558.168604651175, 97598.84883720931, 2808.0]",74171887588441110,74171887588434232,648518346488553806,648518346478173909
155,1645525,395949,18536075,18526297,[61391.71627907 97540.6744186   2813.        ],[61516.21395349 97612.6744186   2813.        ],"[61405.18255813954, 97555.34883720931, 2813.0]","[61534.141860465104, 97625.52325581397, 2813.0]",74101518844237484,74171887588449435,648518346491556776,648518346478173909
156,1645561,395949,18536084,18536083,[60389.02325581 98511.43255814  2930.        ],[60565.52325581 98578.43023256  2933.        ],"[60365.29651162791, 98516.36511627908, 2930.0]","[60545.79651162791, 98582.61046511628, 2933.0]",74101587630812546,74101587630832361,648518346504880243,648518346478173909
157,1645587,395949,18536093,18529609,[55904.17209302 93378.6744186   2634.        ],[56131.67209302 93576.6744186   2634.        ],"[55944.344186046525, 93373.84883720931, 2634.0]","[56171.594186046525, 93572.34883720931, 2634.0]",73960643849715203,73960643849698854,648518346466654318,648518346478173909
158,1645613,395949,18536099,18529383,[55928.6744186 93348.6744186  2627.       ],[56135.1744186 93525.6744186  2627.       ],"[55960.02325581395, 93343.02325581397, 2627.0]","[56167.34883720931, 93518.09883720931, 2627.0]",73960643849698737,73960643849698854,648518346466654318,648518346478173909
159,1645639,395949,18536105,18529378,[56114.6744186 93641.6744186  2621.       ],[56088.6744186 93494.6744186  2622.       ],"[56136.84883720931, 93631.09883720931, 2621.0]","[56114.0988372093, 93484.34883720931, 2622.0]",73960643849686063,73960643849698854,648518346466654318,648518346478173909
160,1645670,395949,18536112,18529359,[55627.66976744 93184.6744186   2611.        ],[55501.1744186 93186.6744186  2609.       ],"[55630.33953488374, 93171.34883720931, 2611.0]","[55501.3488372093, 93173.09883720931, 2609.0]",73960643849650152,73960643849642971,648518346479717014,648518346478173909
161,1645691,395949,18536117,18529348,[55504.17209302 92951.6744186   2604.        ],[55350.16976744 92942.6744186   2604.        ],"[55499.594186046525, 92936.84883720931, 2604.0]","[55345.33953488374, 92926.34883720931, 2604.0]",73960643849645136,73960643849621947,648518346478528340,648518346478173909
162,1645737,395949,18536127,18529315,[55302.66976744 92265.6744186   2604.        ],[55204.17209302 92391.6744186   2604.        ],"[55290.33953488374, 92244.34883720931, 2604.0]","[55193.266279069765, 92369.02325581397, 2604.0]",73890275105450091,73890275105452723,648518346467165191,648518346478173909
163,1645758,395949,18536132,18529293,[55034.1744186 92360.6744186  2615.       ],[55038.6744186 92270.6744186  2615.       ],"[55033.84883720931, 92333.59883720931, 2615.0]","[55038.8488372093, 92242.84883720931, 2615.0]",73890275105480885,73890275105476003,648518346499877587,648518346478173909
164,1645779,395949,18536137,18529283,[55096.6744186 92339.6744186  2626.       ],[54910.1744186 92348.6744186  2626.       ],"[55112.34883720931, 92311.59883720931, 2626.0]","[54924.34883720931, 92319.59883720931, 2626.0]",73890275105497352,73890275105509708,648518346499877587,648518346478173909
165,1645810,395949,18536144,18529282,[54777.6744186 92141.6744186  2624.       ],[54876.6744186 92380.6744186  2627.       ],"[54780.59883720931, 92107.84883720931, 2624.0]","[54890.59883720931, 92350.59883720931, 2627.0]",73890206386059749,73890275105512248,648518346489716831,648518346478173909
166,1645841,395949,18536151,18529271,[54646.67906977 92821.6744186   2634.        ],[54666.17674419 92576.6744186   2636.        ],"[54674.85813953489, 92794.84883720931, 2634.0]","[54692.03023255815, 92556.02325581397, 2636.0]",73890275105537695,73890275105534931,648518346479717014,648518346478173909
167,1645868,395949,18536158,18529255,[54510.68604651 92743.6744186   2651.        ],[54323.18604651 92831.6744186   2651.        ],"[54542.8081395349, 92721.02325581397, 2651.0]","[54351.62209302327, 92808.09883720931, 2651.0]",73890275105566520,73890275105574586,648518346479717014,648518346478173909
168,1645894,395949,18536164,18529254,[54108.68837209 92979.6744186   2652.        ],[54312.68837209 92845.6744186   2652.        ],"[54140.12674418604, 92946.59883720931, 2652.0]","[54345.626744186055, 92819.09883720931, 2652.0]",73890275105577259,73890275105574586,648518346497328001,648518346478173909
169,1645930,395949,18536172,18529245,[54294.18604651 92832.6744186   2661.        ],[54307.68604651 92993.6744186   2661.        ],"[54312.62209302327, 92809.84883720931, 2661.0]","[54327.12209302325, 92971.09883720931, 2661.0]",73890275105597975,73890275105605662,648518346497328001,648518346478173909
170,1645971,395949,18536182,18536181,[53154.6        93760.32093023  1842.        ],[53047.97674419 93634.94186047  1842.        ],"[53106.049999999996, 93789.46279069767, 1842.0]","[53002.68023255814, 93662.07558139534, 1842.0]",73819905958710703,73819905958737719,648518346496818938,648518346478173909
171,1645997,395949,18536188,18526966,[52930.47674419 93242.44186047  1855.        ],[53015.97674419 93586.44186047  1855.        ],"[52898.18023255814, 93272.57558139534, 1855.0]","[52968.18023255816, 93615.82558139539, 1855.0]",73819905958734667,73819905958737719,648518346490826785,648518346478173909
172,1646058,395949,18536202,18536201,[53159.47674419 93646.44186047  1856.        ],[53010.47674419 93580.44186047  1856.        ],"[53098.18023255814, 93676.57558139539, 1856.0]","[52958.43023255814, 93609.57558139539, 1856.0]",73819905958745825,73819905958753442,648518346467165191,648518346478173909
173,1646079,395949,18536207,18526942,[52603.47674419 93433.44186047  1867.        ],[52877.97674419 93492.44186047  1867.        ],"[52556.203488372106, 93454.88372093023, 1867.0]","[52823.18023255814, 93515.57558139534, 1867.0]",73819905958769298,73819905958771794,648518346478528340,648518346478173909
174,1646095,395949,18536211,18526942,[52914.47674419 93208.44186047  1868.        ],[52877.97674419 93492.44186047  1867.        ],"[52867.45348837209, 93238.88372093023, 1868.0]","[52823.18023255814, 93515.57558139534, 1867.0]",73819905958774186,73819905958771794,648518346490826785,648518346478173909
175,1646146,395949,18536223,18536222,[52689.98604651 93235.44186047  1914.        ],[52608.48372093 93116.44186047  1914.        ],"[52622.70813953489, 93244.07558139539, 1914.0]","[52539.701162790705, 93124.82558139539, 1914.0]",73819905958885303,73819905959028168,648518346478528340,648518346478173909
176,1646514,395949,18536370,18523743,[ 46047.33023256 104758.53488372   2915.        ],[ 45964.1627907  104667.53488372   2915.        ],"[46046.91046511628, 104772.06976744186, 2915.0]","[45964.325581395344, 104679.81976744189, 2915.0]",73609212580013626,73609212579989012,648518346500389336,648518346478173909
177,1646540,395949,18536377,18536376,[ 45771.33023256 104792.53488372   2912.        ],[ 45991.1627907  104691.53488372   2912.        ],"[45770.66046511628, 104809.56976744189, 2912.0]","[45990.57558139536, 104710.06976744186, 2912.0]",73609212579974156,73609212579971636,648518346497328001,648518346478173909
178,1646566,395949,18536383,18523737,[ 46167.6627907  104589.53488372   2906.        ],[ 46040.1627907  104722.53488372   2906.        ],"[46158.57558139536, 104613.56976744186, 2906.0]","[46031.32558139536, 104746.56976744189, 2906.0]",73609212579946278,73609212579971636,648518346500389336,648518346478173909
179,1646582,395949,18536387,18523729,[ 45880.66046512 104626.53488372   2895.        ],[ 46147.1627907  104749.53488372   2895.        ],"[45877.320930232556, 104662.81976744186, 2895.0]","[46141.825581395344, 104784.81976744186, 2895.0]",73609212579933895,73609212579936589,648518346497328001,648518346478173909
180,1646623,395949,18536396,18523757,[ 46116.66511628 104583.53488372   2892.        ],[ 46242.1627907  104690.53488372   2893.        ],"[46109.080232558146, 104614.31976744186, 2892.0]","[46235.575581395344, 104724.31976744186, 2893.0]",73609212579931149,73609212579936589,648518346500389336,648518346478173909
181,1646664,395949,18536405,18523769,[ 46993.6627907  104854.53488372   2850.        ],[ 46684.1627907  104939.53488372   2850.        ],"[46981.07558139536, 104889.81976744186, 2850.0]","[46672.575581395344, 104976.56976744186, 2850.0]",73609212579839115,73609212579825917,648518346492932016,648518346478173909
182,1646715,395949,18536420,18528242,[ 57401.3255814  101299.06976744   3013.        ],[ 57675.82790698 101303.06976744   3015.        ],"[57320.97674418605, 101320.95930232559, 3013.0]","[57600.65581395349, 101323.38953488372, 3015.0]",73960918928960456,74031287673136958,648518346493951499,648518346478173909
183,1646741,395949,18536432,18536431,[58240.70930233 99454.04651163  2952.        ],[58505.20930233 99422.04651163  2952.        ],"[58211.87790697674, 99478.88953488377, 2952.0]","[58471.37790697674, 99437.38953488372, 2952.0]",74031218886701188,74031218886785677,648518346467165191,648518346478173909
184,1646777,395949,18536440,18529230,[55455.13953488 99838.34883721  2915.        ],[55249.63953488 99833.34883721  2915.        ],"[55408.02906976745, 99838.44767441862, 2915.0]","[55207.668604651175, 99835.04651162794, 2915.0]",73960850142435512,73890481398297319,648518346484466691,648518346478173909
185,1646798,395949,18536446,18536445,[55243.54186047 99856.71627907  2900.        ],[55239.72093023 99795.6744186   2900.        ],"[55203.08372093024, 99844.68255813955, 2900.0]","[55197.66279069767, 99782.52325581397, 2900.0]",73890481398235474,73890481398242442,648518346494550760,648518346478173909
186,1646834,395949,18536459,18536458,[56287.13023256 98378.6744186   2830.        ],[56016.62790698 98712.6744186   2830.        ],"[56257.390697674426, 98377.02325581397, 2830.0]","[56004.883720930244, 98703.27325581397, 2830.0]",73960850142008539,73960850142161683,648518346467165191,648518346478173909
187,1646876,395949,18536472,8732104,[56372.86976744 97837.97674419  2805.        ],[56658.37209302 97776.97674419  2805.        ],"[56338.98953488373, 97808.20348837209, 2805.0]","[56614.24418604652, 97745.70348837209, 2805.0]",73960781355915899,73960781355915793,648518346497366296,648518346478173909
188,1646897,395949,18536484,18528044,[52996.16744186 96009.80465116  3096.        ],[52923.16744186 96130.30232558  3099.        ],"[52996.084883720934, 95996.85930232558, 3096.0]","[52930.084883720934, 96112.60465116278, 3099.0]",73819975349138619,73819975349165944,648518346490333960,648518346478173909
189,1646923,395949,18536490,18528038,[52831.16744186 96025.8         3105.        ],[53188.16744186 96075.29767442  3105.        ],"[52845.0023255814, 96007.90000000001, 3105.0]","[53197.334883720934, 96058.09534883723, 3105.0]",73819975349184599,73819975349176731,648518346490333960,648518346478173909
190,1646954,395949,18536497,18528005,[53898.41627907 95864.28837209  3094.        ],[53757.41395349 95848.79069767  3094.        ],"[53887.58255813955, 95850.57674418605, 3094.0]","[53747.827906976745, 95836.83139534885, 3094.0]",73890344093176269,73890344093329898,648518346497366296,648518346497366296
191,1646995,395949,18536507,18536506,[52801.55116279 92168.6744186   2738.        ],[53042.55116279 92092.17209302  2738.        ],"[52822.90348837211, 92213.02325581397, 2738.0]","[53063.65348837211, 92134.26627906981, 2738.0]",73819906428428160,73819837708986013,648518346496199543,648518346478173909
192,1636757,395949,18524514,18526136,[59693.81395349 98179.1627907   3063.        ],[59629.20930233 98186.76744186  3063.        ],"[59625.69186046512, 98183.98837209304, 3063.0]","[59563.12790697676, 98193.05232558138, 3063.0]",74101518978481308,74101518978463499,648518346486232674,648518346508679784
193,1647062,395949,18536521,18526122,[59715.20930233 98486.76744186  3051.        ],[59664.20930233 98402.76744186  3051.        ],"[59651.12790697674, 98500.30232558138, 3051.0]","[59601.12790697676, 98415.05232558142, 3051.0]",74101587697899071,74101587697914291,648518346489532558,648518346508679784
194,1647079,395949,18536526,18529141,[51335.68604651 93565.1744186   2836.        ],[51375.18837209 93565.6744186   2836.        ],"[51321.12209302327, 93604.84883720931, 2836.0]","[51361.56511627908, 93604.27325581397, 2836.0]",73819906495441676,73819906495472152,648518346511875007,648518346478173909
195,1647095,395949,18536530,18529140,[51507.68837209 93480.1744186   2836.        ],[51394.69069767 93561.6744186   2837.        ],"[51494.126744186055, 93517.09883720931, 2836.0]","[51381.63139534884, 93598.84883720931, 2837.0]",73819906495463612,73819906495472152,648518346495271350,648518346478173909
196,1647107,395949,18536533,18529132,[51418.19069767 93827.17209302  2847.        ],[51461.69069767 93645.6744186   2847.        ],"[51403.38139534884, 93853.84418604654, 2847.0]","[51444.63139534884, 93674.09883720931, 2847.0]",73819906495504073,73819906495499059,648518346486764003,648518346478173909
