,pre_skid,post_skid,pre_node,post_node,pre_pt_position_v3,post_pt_position_v3,pre_pt_position_v4,post_pt_position_v4,pre_pt_supervoxel_id,post_pt_supervoxel_id,pre_pt_root_id,post_pt_root_id
328,1632193,254329,18522358,18514219,[ 10295.58139535 102612.95348837   2701.        ],[ 10037.88372093 102515.74418605   2699.        ],"[10305.244186046513, 102635.61046511632, 2701.0]","[10040.017441860466, 102534.23837209304, 2699.0]",72412875141953733,72342506397771143,648518346493203954,648518346496059082
329,1632209,254329,18522362,18519828,[21988.3255814  96220.06976744  2302.        ],[21865.8255814  96343.06976744  2302.        ],"[21950.901162790702, 96176.13953488372, 2302.0]","[21827.726744186053, 96294.70930232559, 2302.0]",72764443716824947,72764512436355839,648518346474656450,648518346496059082
330,1632246,254329,18522371,18518365,[15399.52325581 96711.79069767  2711.        ],[15318.52325581 96657.79069767  2711.        ],"[15417.546511627908, 96707.08139534885, 2711.0]","[15338.796511627905, 96653.08139534885, 2711.0]",72553406472146997,72553406472131312,648518346486141124,648518346496059082
331,1632277,254329,18522378,18520454,[19079.80232558 92760.34883721  2295.        ],[19165.80232558 92881.34883721  2295.        ],"[19060.354651162786, 92749.94767441862, 2295.0]","[19145.604651162794, 92870.1976744186, 2295.0]",72694006253328225,72694006253323003,648518346481689236,648518346496059082
332,1632323,254329,18522388,18520432,[18995.80232558 93168.34883721  2309.        ],[19120.80232558 93101.34883721  2311.        ],"[18988.854651162794, 93147.94767441862, 2309.0]","[19118.854651162794, 93088.1976744186, 2311.0]",72694006253355139,72694006253466297,648518346501071209,648518346496059082
333,1632354,254329,18522395,18520411,[19119.80232558 92910.34883721  2316.        ],[19319.80232558 92877.34883721  2316.        ],"[19109.104651162786, 92889.69767441862, 2316.0]","[19314.354651162786, 92861.1976744186, 2316.0]",72694006319981731,72694006319983175,648518346487545258,648518346493836024
334,1632375,254329,18522400,18520392,[19484.80232558 92861.34883721  2312.        ],[19314.80232558 92866.34883721  2314.        ],"[19482.854651162786, 92850.4476744186, 2312.0]","[19310.854651162786, 92848.1976744186, 2314.0]",72694006253462701,72694006319981495,648518346497605669,648518346496059082
335,1632421,254329,18522410,18515000,[ 11607.86046512 111922.60465116   1882.        ],[ 11624.46511628 111837.13953488   1882.        ],"[11674.581395348841, 111885.06395348838, 1882.0]","[11689.145348837206, 111802.41860465117, 1882.0]",72413149550461182,72413149550481938,648518346483309502,648518346475448795
336,1632427,254329,18522412,18517903,[17861.51395349 99207.61627907  2477.        ],[17673.01395349 99328.61860465  2479.        ],"[17857.277906976742, 99181.73255813954, 2477.0]","[17671.52790697675, 99312.48720930234, 2479.0]",72623843801587245,72623843801594610,648518346486588292,648518346416905745
337,1632459,254329,18522419,18517890,[17871.51395349 99154.61395349  2491.        ],[17703.01395349 99251.61395349  2493.        ],"[17869.027906976742, 99149.47790697677, 2491.0]","[17694.041860465124, 99254.59186046511, 2493.0]",72623843801641370,72623843801636058,648518346486576049,648518346416905745
338,1632480,254329,18522424,18520138,[25155.22093023 97577.18604651  2503.        ],[25024.72093023 97565.18604651  2503.        ],"[25149.191860465115, 97580.87209302327, 2503.0]","[25018.941860465122, 97569.12209302327, 2503.0]",72905250058885280,72905250058892274,648518346486141124,648518346496059082
339,1632511,254329,18522431,18518827,[19174.87209302 93846.65116279  2424.        ],[19239.37209302 93688.65116279  2424.        ],"[19093.616279069767, 93754.2034883721, 2424.0]","[19162.24418604651, 93598.8023255814, 2424.0]",72694006320423961,72694006320426274,648518346485154581,648518346488891777
340,1632562,254329,18522442,18518083,[14963.52023256 96776.55813953  2656.        ],[14858.01953488 96786.55813953  2658.        ],"[14968.290465116283, 96754.86627906977, 2656.0]","[14862.039069767441, 96767.36627906977, 2658.0]",72553406405197250,72553406405192001,648518346493833976,648518346496059082
341,1632598,254329,18522450,18516083,[ 11297.60465116 112746.04651163   2602.        ],[ 11189.10465116 112777.04651163   2602.        ],"[11273.81395348837, 112787.38953488372, 2602.0]","[11163.668604651168, 112820.18604651163, 2602.0]",72413218672475681,72413218672478116,648518346511122562,648518346511122562
342,1632629,254329,18522457,18516075,[ 11109.60465116 112887.04651163   2600.        ],[ 11024.60465116 112775.04651163   2600.        ],"[11080.209302325584, 112932.09302325582, 2600.0]","[10991.459302325584, 112822.34302325582, 2600.0]",72413218672473465,72413218672471130,648518346492104815,648518346496059082
343,1632660,254329,18522464,18517770,[ 11409.06162791 105055.10930233   2613.        ],[ 11361.56162791 105367.10697674   2613.        ],"[11430.184883720929, 105052.32790697674, 2613.0]","[11369.934883720929, 105352.32093023258, 2613.0]",72412943794594475,72412943794602045,648518346496100925,648518346496059082
344,1632701,254329,18522473,18515523,[ 11125.91860465 110212.04651163   2637.        ],[ 11253.41860465 110200.04651163   2639.        ],"[11079.587209302324, 110244.59302325582, 2637.0]","[11212.755813953487, 110224.88953488372, 2639.0]",72413081233653393,72413081233663004,648518346494231291,648518346496059082
345,1632737,254329,18522482,18522481,[ 13849.13255814 102022.95348837   2978.        ],[ 13811.13255814 101807.45581395   2980.        ],"[13872.147674418602, 102093.61046511632, 2978.0]","[13829.897674418607, 101868.11744186048, 2980.0]",72483175301148471,72483175301170447,648518346465109621,648518346496059082
346,1632753,254329,18522486,18517467,[ 13942.13255814 102082.27906977   2965.        ],[ 13868.63255814 101994.28837209   2965.        ],"[13954.765116279072, 102149.0581395349, 2965.0]","[13883.397674418607, 102063.36511627908, 2965.0]",72483175301112918,72483175301117452,648518346465109621,648518346496059082
347,1632779,254329,18522495,18518031,[14138.55813953 96832.06976744  2464.        ],[14129.05813953 96800.06976744  2465.        ],"[14065.36627906977, 96827.38953488375, 2464.0]","[14053.366279069767, 96799.63953488372, 2465.0]",72483037593736825,72483037593751935,648518346486141124,648518346381595709
348,1632810,254329,18522502,18518015,[14069.55813953 96745.06976744  2487.        ],[14099.05813953 96882.06976744  2487.        ],"[14012.92441860465, 96750.20930232559, 2487.0]","[14043.366279069767, 96886.88953488375, 2487.0]",72483037593804082,72483037593811672,648518346493131584,648518346496059082
349,1632846,254329,18522510,18517935,[18044.0627907 99570.3255814  2526.       ],[18244.5627907 99491.3255814  2526.       ],"[18043.375581395354, 99559.40116279072, 2526.0]","[18243.125581395347, 99479.15116279072, 2526.0]",72623843801706031,72623843801717538,648518346487366329,648518346496059082
350,1632887,254329,18522521,18517399,[ 13083.11953488 102455.25581395   2673.        ],[ 13329.62023256 102457.25581395   2673.        ],"[13149.358604651163, 102492.01744186044, 2673.0]","[13399.36069767442, 102483.51744186049, 2673.0]",72483243819495123,72483243819497443,648518346487506467,648518346496059082
351,1632923,254329,18522529,18520376,[20245.90697674 92684.44186047  2387.        ],[20411.80232558 92704.34883721  2387.        ],"[20226.813953488374, 92657.38372093023, 2387.0]","[20396.40697674419, 92675.54651162794, 2387.0]",72694006320342553,72694006320337758,648518346514032921,648518346482237733
352,1632954,254329,18522536,18519746,[23178.83023256 97615.3255814   2480.        ],[23359.33023256 97972.3255814   2478.        ],"[23142.410465116278, 97592.15116279072, 2480.0]","[23327.410465116278, 97943.40116279072, 2478.0]",72834881314655447,72834881314651082,648518346493833976,648518346496059082
353,1632995,254329,18522545,18519732,[23434.83023256 97942.3255814   2462.        ],[23208.33023256 97926.3255814   2464.        ],"[23408.660465116285, 97905.15116279072, 2462.0]","[23182.660465116285, 97888.15116279072, 2464.0]",72834881314617182,72834881314619882,648518346501071209,648518346496059082
354,1633031,254329,18522553,18519730,[23029.83023256 97984.3255814   2462.        ],[23187.33023256 97928.3255814   2462.        ],"[23002.32093023257, 97945.80232558138, 2462.0]","[23159.910465116285, 97889.65116279069, 2462.0]",72834881314608749,72834881314608718,648518346501071209,648518346496059082
355,1633057,254329,18522560,18522559,[15525.02325581 96529.79069767  2667.        ],[15692.52325581 96519.79069767  2667.        ],"[15534.819767441868, 96529.87209302324, 2667.0]","[15702.796511627912, 96524.08139534883, 2667.0]",72553406405197125,72553406405215085,648518346501071209,648518346435547857
356,1633098,254329,18522569,18518391,[15614.02325581 96489.79069767  2676.        ],[15631.52325581 96630.79069767  2677.        ],"[15630.819767441862, 96487.62209302324, 2676.0]","[15652.296511627908, 96626.08139534885, 2677.0]",72553406405242768,72553406405240381,648518346501071209,648518346496059082
357,1633134,254329,18522577,18517859,[17952.97674419 99431.02325581  2478.        ],[17731.47674419 99439.02325581  2478.        ],"[17954.7034883721, 99403.29651162794, 2478.0]","[17727.4534883721, 99422.04651162791, 2478.0]",72623843801584859,72623843801584833,648518346486576049,648518346405157508
358,1633170,254329,18522585,18518464,[21641.1627907  96697.86046512  2465.        ],[21682.6627907  96471.86046512  2465.        ],"[21587.238372093027, 96634.83139534883, 2465.0]","[21623.238372093027, 96401.83139534887, 2465.0]",72764512570444683,72764512570439401,648518346486576049,648518346496059082
359,1633226,254329,18522597,18518456,[21662.1627907  96276.86046512  2457.        ],[21676.6627907  96397.86046512  2457.        ],"[21584.238372093027, 96202.08139534887, 2457.0]","[21600.238372093027, 96326.83139534883, 2457.0]",72764443850954390,72764512570424505,648518346479067856,648518346496059082
