,pre_skid,post_skid,pre_node,post_node,pre_pt_position_v3,post_pt_position_v3,pre_pt_position_v4,post_pt_position_v4,pre_pt_supervoxel_id,post_pt_supervoxel_id,pre_pt_root_id,post_pt_root_id
234,1116343,710143,16693287,16407702,[62197.  99662.5  2760. ],[62342.5        99520.50232558  2760.        ],"[62176.0, 99681.75, 2760.0]","[62334.25, 99548.25697674416, 2760.0]",74171956307762050,74171956307775352,648518346494664069,648518346481055200
235,1116378,710143,16693298,16693297,[62095.07906977 99269.04651163  2752.        ],[61996.21395349 99406.93023256  2752.        ],"[62096.158139534906, 99304.59302325585, 2752.0]","[61987.891860465104, 99435.04069767441, 2752.0]",74171956307744481,74171956307750174,648518346459598852,648518346481055200
236,1116430,710143,16693309,15572257,[62204.87674419 99371.43255814  2718.        ],[62292.50697674 99225.50232558  2718.        ],"[62213.88023255812, 99402.04767441862, 2718.0]","[62304.76395348839, 99256.00465116277, 2718.0]",74171956307673783,74171956307660890,648518346487648776,648518346481055200
237,1116456,710143,16693317,15572242,[63386.38139535 98621.50465116  2671.        ],[63113.75813953 98853.50232558  2671.        ],"[63418.64418604653, 98661.51395348836, 2671.0]","[63145.02441860465, 98896.7569767442, 2671.0]",74171956240771699,74171956240774489,648518346459598852,648518346481055200
238,1116471,710143,16693322,16693321,[63138.         98707.00465116  2659.        ],[63259.76046512 98787.62790698  2662.        ],"[63160.25000000002, 98744.26395348836, 2659.0]","[63286.03139534883, 98832.38372093024, 2662.0]",74171956240739039,74171956240749578,648518346491556776,648518346481055200
239,1116497,710143,16693329,16693328,[63439.90697674 98925.12325581  2656.        ],[63383.25581395 98761.37209302  2656.        ],"[63466.97093023255, 98977.61976744188, 2656.0]","[63411.267441860466, 98807.6162790698, 2656.0]",74171956240706197,74171956240700613,648518346507168287,648518346481055200
240,1116514,710143,16693333,15572231,[63633.53953488 98613.68372093  2637.        ],[63744.25116279 98715.74883721  2637.        ],"[63650.36860465116, 98660.30116279074, 2637.0]","[63760.252325581416, 98767.24767441861, 2637.0]",74242324984875761,74242324984867348,648518346483115084,648518346481055200
241,1116535,710143,16693338,15572228,[63647.75348837 98633.25581395  2631.        ],[63918.24883721 98708.00930233  2631.        ],"[63658.760465116306, 98678.01744186049, 2631.0]","[63928.7465116279, 98760.02790697677, 2631.0]",74242324984859365,74242324984859442,648518346483115084,648518346481055200
242,1116556,710143,16693343,15572213,[64747. 99110.  2572.],[64823.         98941.49767442  2572.        ],"[64696.25, 99139.5, 2572.0]","[64768.50000000002, 98968.24302325584, 2572.0]",74242324984536567,74242324984609289,648518346492614075,648518346481055200
243,1116603,710143,16693356,16693354,[65817.1        99390.50232558  2541.        ],[65561.50465116 99461.25581395  2541.        ],"[65798.15000000002, 99435.25930232555, 2541.0]","[65547.01395348836, 99506.76744186049, 2541.0]",74312693661966548,74312693661961922,648518346489313625,648518346481055200
244,1116634,710143,16693363,15570696,[65321.         99928.00930233  2531.        ],[65358.75813953 99330.51162791  2531.        ],"[65309.25, 99976.51860465118, 2531.0]","[65344.52441860465, 99384.53488372093, 2531.0]",74242324917787007,74242324917812393,648518346482131092,648518346481055200
245,1116660,710143,16693374,15571618,[ 59786.50465116 110895.51162791   2300.        ],[ 60214.25116279 110881.50465116   2300.        ],"[59723.763953488386, 110926.28488372093, 2300.0]","[60168.2534883721, 110912.51395348836, 2300.0]",74101999612149276,74101999612149207,648518346486614449,648518346481055200
