,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
860,16381649,2022-11-17 14:28:59.843347+00:00,,t,34,74031356057049421,648518346489688883,74031356057051889,648518346494774179,[ 57877 103159   2368],[ 57879 103145   2370]
861,16381670,2022-11-17 14:28:59.843347+00:00,,t,18,74031356056987651,648518346489293509,74031356056979779,648518346494774179,[ 57917 102489   2343],[ 57935 102483   2345]
862,16381702,2022-11-17 14:28:59.843347+00:00,,t,21,74031356056976782,648518346492262595,74031356056979779,648518346494774179,[ 58079 102453   2342],[ 58051 102467   2342]
863,16381721,2022-11-17 14:28:59.843347+00:00,,t,58,74031356056953915,648518346489293509,74031356056958882,648518346494774179,[ 58085 102477   2336],[ 58087 102447   2337]
864,19545795,2022-11-17 14:28:59.843347+00:00,,t,66,73890824458656330,648518346499545219,73890755739196111,648518346494774179,[ 53923 108551   1852],[ 53919 108517   1852]
865,19545835,2022-11-17 14:28:59.843347+00:00,,t,15,73890755739162880,648518346488077636,73890755739145415,648518346494774179,[ 53975 108435   1830],[ 53965 108483   1831]
866,19545857,2022-11-17 14:28:59.843347+00:00,,t,39,73890755739142628,648518346488077636,73890755739134859,648518346494774179,[ 54003 108401   1827],[ 54001 108433   1827]
867,16456500,2022-11-17 14:28:59.843347+00:00,,t,40,74031699654097368,648518346500416316,74031699654096208,648518346494774179,[ 58745 112933   2327],[ 58737 112897   2328]
868,16478256,2022-11-17 14:28:59.843347+00:00,,t,62,73890412477477134,648518346498173522,73890412477474522,648518346494774179,[53629 97331  2534],[53629 97299  2534]
869,32529309,2022-11-17 14:28:59.843347+00:00,,t,34,73679512604629221,648518346491632145,73679512604633515,648518346494774179,[ 48897 102629   2897],[ 48915 102599   2898]
870,19602030,2022-11-17 14:28:59.843347+00:00,,t,29,73749537147668910,648518346492163523,73749537147744345,648518346494774179,[50031 93433  1797],[50059 93455  1797]
871,19602033,2022-11-17 14:28:59.843347+00:00,,t,26,73749537214268091,648518346492163523,73749537147707810,648518346494774179,[50063 93415  1802],[50091 93431  1801]
872,19599285,2022-11-17 14:28:59.843347+00:00,,t,20,73609143860551754,648518346494041735,73609143860546973,648518346494774179,[ 46423 103375   2926],[ 46461 103383   2927]
873,16655042,2022-11-17 14:28:59.843347+00:00,,t,18,73890481196964859,648518346518308182,73890481196981605,648518346494774179,[54321 98573  2545],[54319 98553  2547]
874,16655247,2022-11-17 14:28:59.843347+00:00,,t,13,73890481196942998,648518346491556776,73890481196959757,648518346494774179,[54629 99073  2541],[54661 99053  2541]
875,16655259,2022-11-17 14:28:59.843347+00:00,,t,71,73890481196930381,648518346501741897,73890481196950276,648518346494774179,[54709 99281  2541],[54683 99263  2541]
876,16655270,2022-11-17 14:28:59.843347+00:00,,t,15,73890481196930381,648518346501741897,73890481196907566,648518346494774179,[54715 99307  2527],[54693 99289  2528]
877,16655363,2022-11-17 14:28:59.843347+00:00,,t,32,73890481196959747,648518346503991848,73890481196937946,648518346494774179,[54977 99031  2533],[54993 99007  2535]
878,23715708,2022-11-17 14:28:59.843347+00:00,,t,40,74101793654951687,648518346486565581,74101793654946847,648518346494774179,[ 59827 105219   2645],[ 59791 105233   2645]
879,23715710,2022-11-17 14:28:59.843347+00:00,,t,36,74101793654927325,648518346491556776,74101793654949266,648518346494774179,[ 59775 105307   2629],[ 59803 105275   2628]
880,23715721,2022-11-17 14:28:59.843347+00:00,,t,16,74101793654898034,648518346491556776,74101793654906823,648518346494774179,[ 59813 105371   2628],[ 59857 105371   2627]
881,23715725,2022-11-17 14:28:59.843347+00:00,,t,34,74101793654957012,648518346486565581,74101793654915695,648518346494774179,[ 59913 105259   2634],[ 59875 105255   2634]
882,23715741,2022-11-17 14:28:59.843347+00:00,,t,40,74101793654929775,648518346486565581,74101793654932239,648518346494774179,[ 59969 105323   2635],[ 59955 105357   2635]
883,16758117,2022-11-17 14:28:59.843347+00:00,,t,37,73890275038427979,648518346518308182,73890275038422334,648518346494774179,[54735 92885  2503],[54733 92917  2503]
884,16758134,2022-11-17 14:28:59.843347+00:00,,t,34,73890275038473612,648518346518308182,73890275038468707,648518346494774179,[54745 92911  2521],[54765 92939  2521]
885,16758153,2022-11-17 14:28:59.843347+00:00,,t,35,73890275038488074,648518346501737033,73890275038463844,648518346494774179,[54801 92999  2518],[54813 92961  2519]
886,14521280,2022-11-17 14:28:59.843347+00:00,,t,43,74101930892473738,648518346497328001,74101930892486620,648518346494774179,[ 61083 110553   2233],[ 61079 110519   2234]
887,19506032,2022-11-17 14:28:59.843347+00:00,,t,22,74031562685164599,648518346492130066,74031562685164620,648518346494774179,[ 58617 110179   3243],[ 58599 110155   3244]
888,15706558,2022-11-17 14:28:59.843347+00:00,,t,26,73890412611545697,648518346484795213,73890412611545693,648518346494774179,[55015 98175  2725],[54983 98161  2725]
889,15706669,2022-11-17 14:28:59.843347+00:00,,t,15,73890412611540652,648518346484795213,73890412611538244,648518346494774179,[55143 98093  2716],[55135 98055  2717]
890,16530844,2022-11-17 14:28:59.843347+00:00,,t,38,73960643849599958,648518346484795213,73960643849595027,648518346494774179,[56645 92383  2587],[56617 92357  2588]
891,15517281,2022-11-17 14:28:59.843347+00:00,,t,19,73820043800323536,648518346511423797,73820043800299959,648518346494774179,[52885 97867  2627],[52883 97839  2626]
892,15517368,2022-11-17 14:28:59.843347+00:00,,t,38,73820043800315899,648518346511423797,73820043800310750,648518346494774179,[52973 97917  2628],[53005 97897  2628]
893,18687302,2022-11-17 14:28:59.843347+00:00,,t,62,73960575130230867,648518346489559639,73960575130222227,648518346494774179,[55377 91627  2624],[55393 91599  2624]
894,14972254,2022-11-17 14:28:59.843347+00:00,,t,55,73890481398328041,648518346490329180,73890481398341226,648518346494774179,[53793 98579  2934],[53833 98587  2935]
895,27925939,2022-11-17 14:28:59.843347+00:00,,t,46,74031493965503781,648518346476817936,74031493965507367,648518346494774179,[ 58333 108435   3210],[ 58351 108465   3210]
896,18768080,2022-11-17 14:28:59.843347+00:00,,t,85,73820318476826541,648518346504748934,73820318476829023,648518346494774179,[ 51391 105019   2215],[ 51409 105043   2215]
897,18768250,2022-11-17 14:28:59.843347+00:00,,t,70,73820318476847436,648518346479717014,73820318476828646,648518346494774179,[ 51609 104511   2211],[ 51609 104543   2211]
898,18768308,2022-11-17 14:28:59.843347+00:00,,t,33,73820318476985812,648518346501803626,73820318476985823,648518346494774179,[ 51671 105381   2276],[ 51651 105403   2275]
899,18799024,2022-11-17 14:28:59.843347+00:00,,t,36,73890274904275411,648518346511876543,73890274904291974,648518346494774179,[54759 92917  2270],[54745 92931  2272]
900,18799040,2022-11-17 14:28:59.843347+00:00,,t,20,73890274904356138,648518346501741897,73890274904343769,648518346494774179,[54771 93003  2304],[54757 93039  2304]
901,18799056,2022-11-17 14:28:59.843347+00:00,,t,28,73890274904310801,648518346495690128,73890274904305104,648518346494774179,[54761 92911  2277],[54783 92941  2277]
